RECEIPT_ID,PURCHASE_DATE,SCAN_DATE,STORE_NAME,USER_ID,BARCODE,FINAL_QUANTITY,FINAL_SALE
006f384f-bc53-4dbd-bdfb-a566b5c5b2f9,2024-06-16,2024-06-17 11:46:15.568,MACEY'S,62e99f6a48cc274645671811,43000036990.0,1.0,5.49
00740101-0ea3-4e0b-9f44-cb4877f3714f,2024-06-17,2024-06-17 15:14:55.209,WALMART,5b5dc4d4ed93751899c5ee24,52100096902.0,1.0,1.44
007d3232-3990-497f-a081-549e9e7a478b,2024-06-25,2024-06-27 21:21:53.442,DOLLAR TREE STORES INC,63a8dbf101cb7c888c6ad87d,79200060688.0,1.0,1.25
0081b222-a550-4e52-8b8f-920d12eac6ca,2024-06-14,2024-06-15 12:59:26.103,WALMART,60b2e9a25f379e1d76b121a4,21000026494.0,1.0,4.88
00862b67-9988-4cb4-9b98-ddd7a8446ad8,2024-07-23,2024-07-28 19:15:55.300,WALGREENS,5a8b0aabe4b0768c2967e546,875754008318.0,1.0,3.18
0088eb20-d6f1-405a-be04-5c37db84de49,2024-08-16,2024-08-16 16:18:54.197,WINCO FOODS,63bcbcf63d310dceeac1cc4c,311111585387.0,1.0,0.18
0099f129-6493-4bb5-88b4-d0a34f9951f9,2024-07-25,2024-07-25 09:17:19.662,FRED MEYER,63d402d955e4cd39e5de3265,41129077054.0,1.0,1.79
009f385f-26ea-4e01-aabc-3ff41e87f979,2024-07-20,2024-07-20 14:33:16.152,WALMART,65ea541116cc39173214f32c,644209405565.0,1.0,1.54
00a76f01-6e6e-43da-8c86-5a95c4c28503,2024-07-28,2024-07-28 13:50:51.788,WALMART,62bf2c8dbaa38d1a1f6b9f80,78742097282.0,1.0,1.46
00acce38-6e60-43ef-b717-f8486bc0ec20,2024-07-16,2024-07-16 17:49:44.454,MARKET BASKET,62961c3e347e260b0a0056fe,33383664002.0,1.0,0.99
00ad12b5-a990-4f56-b7d8-78a506c36529,2024-08-18,2024-08-18 16:22:58.531,7-ELEVEN,610a8541ca1fab5b417b5d33,40000001607.0,1.0,2.39
00be5059-6331-4054-866e-18811c1ee151,2024-06-23,2024-06-23 16:04:48.355,GIANT EAGLE,6587946da19104bccf2d15bb,888109010096.0,1.0,1.39
00c2f7f7-b7cf-4e3b-84c5-2901141f4898,2024-08-24,2024-09-06 17:01:15.110,DOLLAR GENERAL STORE,666de22c465f309038ab0f5a,70462035964.0,1.0,3.0
00cb7e03-ed2f-42f1-982e-9684b7518d35,2024-07-30,2024-07-31 09:29:09.419,WALMART,5b93bc87496bd413372d23b3,14800001822.0,1.0,3.7
00d61b32-dcae-4d08-9df9-e93142652367,2024-07-31,2024-07-31 20:35:59.125,WALMART,648a07c4ad5b7af76e97383c,853584002294.0,1.0,6.47
00dcfa3c-1b88-466e-ab98-e334132dcc2a,2024-06-19,2024-06-19 16:46:57.823,DOLLAR GENERAL STORE,5c475e8917eb5512c20d6429,70200838123.0,1.0,4.25
00e04ea3-741d-4bd4-a1d0-81519a7c873e,2024-07-27,2024-07-29 07:06:29.487,SAM'S CLUB,662ee9d14ae4d6ef29f9fa6d,30000437698.0,1.0,5.48
00e5001c-750a-4dea-bfdc-ff9ebbd7399b,2024-08-02,2024-08-02 22:54:56.554,DOLLAR GENERAL STORE,602abe48c629ac12dd5d7286,51000129116.0,1.0,3.25
00e967ca-2882-4bd9-b95c-ceab9f437ff5,2024-08-26,2024-08-29 13:03:18.828,WALMART,62efea0c678af3b6c9705635,78742082752.0,1.0,0.88
00eed510-5a95-4a13-b18e-1aa69525d1dc,2024-08-03,2024-08-03 13:08:22.652,WHISPERING PINES FRUIT FARMS,6379066bd55f5b4e9fb8b52c,79400457400.0,1.0,1.99
00f0c522-d32d-4307-b254-71c20fc03cc1,2024-08-19,2024-08-21 09:11:06.207,JEWEL OSCO,6200361a1febf771966eb0e9,13562302154.0,1.0,3.99
0106faa2-e01f-4010-89de-a23a2c2c30ff,2024-06-28,2024-06-28 17:25:22.114,WALMART,5c1b9ccffe4bf810fd5189ae,70662096338.0,1.0,1.46
01135e47-744c-4f2e-a944-0e4e427e3906,2024-06-15,2024-06-19 13:32:24.968,WALMART,64f297d6c65c76a8489ea310,78742376691.0,1.0,2.44
011a1a4d-2bcb-45f8-a537-fb8b7732de41,2024-07-01,2024-07-02 23:58:21.221,WALMART,5cd607d7d5e9d721cacd517c,78742126050.0,1.0,4.68
011d5a04-add4-4da7-a7ae-2a9ece97bba6,2024-07-02,2024-07-02 19:22:03.450,DOLLAR GENERAL STORE,5ed68fa829e51d13c8d7c63e,30772018460.0,1.0,6.0
01215bb2-ca3f-4141-be1c-a9d6ef2ac3ad,2024-08-31,2024-08-31 18:32:41.081,WALMART,5c19af27fe4bf82b9ab1c977,15300440326.0,1.0,1.48
01277e1a-1699-419b-b1f5-c9d05c59ef47,2024-08-20,2024-08-20 14:55:18.771,WALMART,66290233451fea1e8ceb0090,73731001233.0,1.0,4.47
01284aaf-8c2d-4dec-a105-a6b242f1b255,2024-07-02,2024-07-04 14:15:12.706,FOOD LION,667a255286cc41b000cd1ab8,311111524829.0,1.0,8.99
012e9d0d-b21d-4333-ad45-3bea926a1195,2024-08-18,2024-08-18 08:42:31.506,WALMART,63d2811f55e4cd39e5dd2ca8,78742346342.0,1.0,1.67
012fb03d-1e1d-4175-9a71-c16f4bd05fc4,2024-09-03,2024-09-04 06:30:46.223,CVS,60fb1b9881e3cd0a49a3fc85,16000152434.0,1.0,1.12
01311dde-3cec-4269-ba9e-ff54e656320b,2024-07-20,2024-07-20 22:05:03.125,SMART SHOP,5df5072d96284f11dc081241,311111098351.0,1.0,9.97
0148f6ce-38ae-4122-bf4c-a2b2d4fd914e,2024-08-23,2024-08-29 07:17:41.351,DOLLAR GENERAL STORE,6387be1cd6f2a49c499ff044,51000222121.0,1.0,3.75
014d1050-528d-4682-9c42-9161a5c1c760,2024-08-04,2024-08-04 16:25:00.635,WALMART,61e5ab6d713c892706796947,38000222870.0,1.0,4.88
01592614-76c7-4a70-af8f-a8f33090d3f2,2024-07-16,2024-07-16 23:22:05.691,IGA,5ff4e5675a8ac51260da9495,311111172082.0,1.0,2.79
015def4c-a3af-4dfa-bb0e-e4cc3cdc74c5,2024-07-03,2024-07-03 12:45:11.446,WALMART,64b083df6a6d85cc260056a6,44000060657.0,1.0,5.98
0160a16f-266c-4c22-a101-86ed54ebf659,2024-06-18,2024-06-18 23:14:02.142,WALMART,6220f9626d68df7c6d9bb4d3,48121108021.0,1.0,3.92
016c16e8-a2ee-45a9-aeb3-49f730d1a9b6,2024-08-03,2024-08-03 23:49:06.327,TARGET,63e96fd818d26a8e6a5c00ab,37000879794.0,1.0,8.99
016dfebb-7c11-4d1a-84c5-933b7300c29e,2024-09-06,2024-09-06 15:15:47.249,WEIS,626084d79d734d183cb1c1b4,41497279906.0,1.0,2.17
0173fb40-ee90-496a-a448-d4548d14ace1,2024-07-01,2024-07-01 11:26:47.782,FIVE BELOW,636fe210e81cf793db543eac,22000298379.0,1.0,3.0
01827173-b3b4-4825-9fa4-551cde911ed9,2024-08-15,2024-08-15 10:36:48.488,FASTRAC,646253528570d7dec4548849,25600001325.0,1.0,2.29
0187d0e6-b012-4fd7-8c59-38eddf8c4bcd,2024-08-09,2024-08-09 16:04:13.421,WALMART,60649d0b4e47802a1ef0c81f,78742443201.0,1.0,2.98
019520fd-f28b-42ff-a29e-d6bf4f5c4b7c,2024-08-19,2024-08-19 11:19:59.681,MEIJER,646bdaa67a342372c857b958,41250087700.0,1.0,2.49
019bcd04-62d7-42a0-9baa-59d1e82cd150,2024-07-02,2024-07-02 20:57:35.499,COMMISSARY,61e723a8ee403b2769124a6d,77633750497.0,1.0,3.68
019e20fe-2764-4886-b7f8-22afafeac03f,2024-08-19,2024-08-19 11:47:48.844,WALMART,6682d07d465f309038ae1943,13764027138.0,1.0,5.47
019f46f2-f05f-4005-bd34-3190d068805c,2024-09-07,2024-09-07 15:39:02.804,WALMART,5e3da3a8f8f61412f02db496,381519186967.0,1.0,4.97
01a276d5-2f83-48ad-acaf-a8b92b9bcd39,2024-08-17,2024-08-17 16:37:50.208,WALMART,6105f49da1ffea0b098b01bf,44000031138.0,1.0,3.88
01a70fe0-026f-4bea-9da4-7d13bbf21e9a,2024-09-02,2024-09-07 16:02:39.835,WALMART,614e733372ba844aa8dc345e,41789001215.0,1.0,0.52
01a7d329-b995-4c76-8d74-41643000942b,2024-07-05,2024-07-05 10:04:43.841,WALMART,624aff6199e5162ba91c0f5b,895321002006.0,1.0,5.01
01b80fb4-7ae5-4db5-ab42-602539a4c2f2,2024-07-29,2024-08-08 09:03:03.983,WALMART,60f5e4c7d370a40dd6dfde5d,54048675034.0,1.0,3.28
01cdaa22-a912-496b-8287-87cd9e6b3b1a,2024-07-16,2024-07-17 06:37:09.218,CARRS,6160f71f28dab1659e8b5616,-1.0,1.0,5.0
01cf54de-0f0b-4a89-aa35-227ba103ed59,2024-08-10,2024-08-15 07:58:59.635,PLAVERS CAFE LIDA,62ec127f4e73e2db30eaadae,311111224057.0,1.0,6.0
01d0e64c-0b62-405f-a7bf-2dc04c36a53d,2024-08-23,2024-08-26 10:05:19.028,WINCO FOODS,6079c0e9116de356d8ad6485,16000207684.0,1.0,2.62
01d43fb6-682d-4ab9-b9d1-b8c0248ec83b,2024-08-22,2024-08-23 09:55:44.955,WALMART,63289210ca87b39d76e10890,605388186850.0,1.0,3.94
01dc4951-fcf2-468a-9488-b9537879d435,2024-07-07,2024-07-07 13:14:20.436,DOLLAR GENERAL STORE,64c574ac5f5a4d39d4d6d99c,34000470808.0,1.0,4.5
01eea721-d567-4e4c-bf50-cda7ed812f13,2024-08-14,2024-08-14 15:30:41.552,WALMART,649c5981e59a088dc6e086f2,21000057788.0,1.0,8.47
01f097fb-de1d-4b8c-ae87-783208978d22,2024-07-16,2024-07-16 12:05:47.724,TARGET,64d7c16cc606ac0829979942,302990241358.0,1.0,6.38
01f1463f-831e-4d04-9c8f-27669bb05782,2024-09-05,2024-09-06 17:15:29.722,WALMART,61198eeb2d54841c909b789e,49000018011.0,1.0,2.28
01f7c31e-3ddd-4230-af71-8f0acde84d58,2024-07-25,2024-07-30 08:48:20.119,MEIJER,64090cbf507a5144b14b3a40,47495410600.0,1.0,5.89
01f8ef34-3833-40c7-bb48-b624fe4bef37,2024-08-21,2024-09-02 12:37:57.914,WALMART,658a4667a19104bccf2d4d0c,41000022975.0,1.0,1.48
01ff4208-2ed3-4ed3-9a9d-389124de3d51,2024-07-14,2024-07-14 13:32:05.084,MEIJER,62b72a5737e6e08b07750a1d,76808011272.0,1.0,3.19
02013d45-ec58-403c-b16a-8af301f88dd2,2024-08-03,2024-08-03 19:28:08.191,HY-VEE,5da3df73aa8c183ad513a3d9,75192001036.0,1.0,2.49
0205e16b-80cb-44c5-98af-1883939f476e,2024-07-07,2024-07-13 19:27:56.259,MI TIENDA,617efd9580fdf32f46ace58d,757528008680.0,1.0,3.78
020c0674-1833-42d2-bfe6-30d98229e324,2024-06-15,2024-06-15 17:18:20.885,CIRCLE K,6253521f38627613e969b056,49000000443.0,1.0,2.59
020db82c-1f4d-4758-933a-df0f75455029,2024-08-03,2024-08-11 18:40:14.337,DOLLAR GENERAL STORE,62227f6c15617b2d679868b5,41100808080.0,1.0,5.5
020ec096-53d0-4d9d-9bd5-057a992baeff,2024-08-15,2024-08-16 11:44:42.763,KROGER,5c870f3299c6097c32791d93,71524011728.0,1.0,1.69
0211c895-d9f1-4f72-b667-4aa477be14b0,2024-08-16,2024-08-16 18:05:45.088,KROGER,5d9e26861b603a7971304d01,76800006917.0,1.0,3.39
0217743d-4e34-4eb4-8514-e0c169407a1b,2024-08-06,2024-08-07 18:04:53.191,DOLLAR TREE STORES INC,62e31db41d76344f1a39b899,13300554968.0,1.0,1.25
021b6838-b345-4d86-a54a-5602dde55d07,2024-07-04,2024-07-27 12:25:09.582,WALMART,6378055e5fdbb03aa19d0c91,74182459925.0,1.0,5.97
02255ea4-de28-48da-8440-8d27d5307471,2024-07-02,2024-07-14 18:57:53.054,AMAZON,5efe053320995114213c6144,21000026876.0,1.0,3.49
022ce02f-734f-4587-a527-62de724fdba8,2024-08-27,2024-08-27 11:45:10.654,WALMART,5fc125507e01d84ba163752f,49000040869.0,1.0,2.28
022edf20-1443-40c4-8808-3d53ab23ef45,2024-07-12,2024-07-12 11:14:57.927,WALMART,5ed1caf9da20f413eeb09eee,78783001064.0,1.0,1.92
0233ab86-74eb-4d91-b269-bf8519fd1f3f,2024-08-27,2024-08-27 11:34:42.905,WALMART,596c21a6e4b0a5b78b876530,78742228167.0,1.0,2.27
0238024e-a183-4e69-b20f-d6ebd2b2755e,2024-06-27,2024-06-27 18:27:57.242,DOLLAR GENERAL STORE,62efba9d678af3b6c9704292,40000000327.0,1.0,1.35
0239140d-cfbb-4110-855e-9a4598fd6ee4,2024-07-01,2024-07-01 16:08:18.136,BJ'S WHOLESALE CLUB,5ef3dcb77053ab141788238e,41196126150.0,1.0,10.99
0245f553-f9fd-4fa1-bc0c-4118d8160c77,2024-08-23,2024-08-23 09:43:53.942,WALMART,626005bbaeb2b7016287ae2c,37600282529.0,1.0,2.52
0248e129-6c20-47fe-af1b-98e824c49d35,2024-09-03,2024-09-08 16:57:41.478,WALMART,6362b590e4b72404d1cfc3ef,194346175635.0,1.0,2.34
02550d3e-ff14-4fb3-ab87-4b16501dcaf6,2024-08-30,2024-08-30 09:59:49.491,WALMART,6532ec91dda97e6b1342aa43,41335000341.0,1.0,2.9
025b2a98-35da-44c7-9c63-a10f2de229c2,2024-06-12,2024-06-12 21:18:32.150,FOOD DEPOT,619e2c30f6305b3daddecb7a,12546012690.0,1.0,1.04
0264f602-e53f-4fc8-aa49-2f5384869ccc,2024-07-31,2024-07-31 13:35:14.233,WALMART,64c6b9d7c40611ceadb1e2fa,28400019378.0,1.0,2.0
026fe58c-d043-401b-bb33-a94cf4f3a807,2024-06-20,2024-06-20 14:18:18.366,WALMART,6177e93456478124cd80e55f,41129077023.0,1.0,2.98
02720391-73ce-4b58-9b8f-c4651df16132,2024-06-18,2024-06-20 12:04:24.897,H-E-B,5d99486f37a5fb7a5edff75a,41220247769.0,1.0,2.88
0273cbd8-1620-46c9-8e99-6971e850a2fc,2024-09-08,2024-09-08 22:17:11.989,WALMART,60e4f3ac34f82e1344669ee2,681131148320.0,1.0,3.48
027f85a6-65aa-4dfd-a323-e10093953b66,2024-07-16,2024-07-16 15:31:40.795,WALMART,5e718f029559aa138177814c,24000393429.0,1.0,2.63
028877ad-90c0-4bcc-9cee-ac7ced1cfb56,2024-07-11,2024-07-11 18:18:55.402,PIONEER SUPERMARKETS,60ec98bf60276e3cfedc8c6c,41486000177.0,1.0,2.97
028e85e9-c1cd-4d67-91fd-b5dcecdb664f,2024-08-06,2024-08-07 18:09:11.922,WALMART,5ef674102dd3f413f72c9268,78300140436.0,1.0,7.48
02922e45-3064-4bc1-8853-936c1a920b5d,2024-06-22,2024-06-23 17:05:16.139,TARGET,63c717b13d310dceeacb1c4b,3484308.0,1.0,4.29
02a4cb45-27ef-449a-b6a8-0c57a1628e5c,2024-07-28,2024-07-28 17:25:23.300,KING SOOPERS,653572e9a65d634c1c2a4877,81864221244.0,1.0,2.49
02a81d28-79aa-4c5b-862d-d3b79a939574,2024-08-13,2024-08-19 12:11:06.253,KROGER,5fd030ff55f11e12db3ad4f3,311111652256.0,1.0,5.49
02acd55a-8a88-47a9-ae1a-be2f1cbd72e3,2024-07-02,2024-07-03 10:39:32.941,FESTIVAL FOODS,5fe1fa415b73fc128be9995b,311111021526.0,1.0,4.66
02b5e5bb-0074-4bf3-bfbd-7b8c0b7c3635,2024-08-07,2024-08-07 10:22:00.471,WALMART,59af2aace4b045acab7e207f,16000432697.0,1.0,4.47
02bb446d-30ef-4017-bd2c-3979140d09c7,2024-07-30,2024-07-30 14:02:45.117,TARGET,611d67bbc9c88754a8a85f3e,85239156841.0,1.0,4.0
02c5e3a2-0234-4948-99c9-1bbae08bec22,2024-07-01,2024-07-10 10:59:08.394,WALMART,5f962985d15e79165aded110,41789002311.0,1.0,3.68
02c6f181-2007-4b2d-9130-32151c657f4c,2024-08-26,2024-08-27 06:54:52.028,MEIJER,5c0c7b7db2465412c001bd34,84114901927.0,1.0,3.69
02c915f2-4083-43bd-90f4-6c5df1e6a382,2024-07-23,2024-07-24 06:46:49.482,DOLLAR GENERAL STORE,641275c89a24fe3c365d47c5,24300041013.0,1.0,2.76
02ce0e7c-4ad5-4b1c-891a-fefb48a8ef0b,2024-06-28,2024-06-30 23:02:11.246,KROGER,5bd8c2b52342e45172f69b14,311111500731.0,1.0,3.99
02d18d76-ef46-4f69-9d20-9a9b2b2248f1,2024-06-26,2024-07-01 11:28:15.530,WALMART,64f50aeac65c76a8489f0de7,78742294834.0,1.0,2.32
02dc62f5-aa21-4d39-9244-d12d9ff8ea14,2024-07-08,2024-07-08 10:02:17.218,WALMART,65da28b4fe555d15f28a18b2,27000419045.0,1.0,1.27
02e763c5-5523-48f3-8fcd-09f5f6fd98ad,2024-07-20,2024-07-25 21:30:03.462,AMAZON,61d3be408b35062cc342eb38,49429.0,1.0,8.94
02f28859-2cdc-4da0-8e63-d4438cc6a0fe,2024-07-03,2024-07-09 07:18:47.124,DOLLAR GENERAL STORE,6048d0eb512b501279ddcd6f,38000765414.0,1.0,1.0
02f99df4-9ad6-425d-9840-0d717dd52ea3,2024-07-28,2024-07-28 18:51:58.308,WALMART,5fda4e8575a8b6124e96e30b,77043358023.0,1.0,4.97
03025d69-77b8-40e9-9112-4a00f4afe815,2024-06-15,2024-06-22 16:04:00.379,SMITH'S,5eac1c15a55ea014e622e527,11110121141.0,1.0,1.99
03055c7b-0cf3-4936-90a4-0e2123b76426,2024-06-28,2024-06-29 08:54:06.268,WOODMAN'S MARKET,61311db403ec6450f05dfe03,34300000026.0,1.0,2.98
030b6d67-cc91-410e-830a-e338b2745279,2024-06-23,2024-06-23 19:02:22.071,WALMART,6495155a127ddb5d7fff98cd,603084055937.0,1.0,8.47
030e117d-ab71-490e-bb16-455e76bb1592,2024-07-27,2024-07-27 17:05:56.395,FOOD LION,6659dd077c0469953bfb11a1,51000285195.0,1.0,3.99
03101e40-2052-460a-ae4f-38eb08e61e38,2024-06-13,2024-06-14 03:55:19.447,WALMART,63c16d5039c79dcbdd551490,888109050023.0,1.0,1.68
0315302d-6981-4116-8f9e-166c731c5bdf,2024-08-19,2024-08-19 14:50:02.982,WALMART,63d596b351bfe6be49271772,160002647006.0,1.0,2.97
03183031-8c7e-4a2a-b86a-d2a1e2a9c907,2024-07-31,2024-08-05 10:42:12.354,WEIS,63e81058cd408f3fb165118e,41390003035.0,1.0,2.99
031c5d4d-0fd5-4616-ac5f-98444845c75f,2024-08-31,2024-09-06 05:43:35.045,SHOP RITE,5be70fae83e911151f62b929,511111703983.0,1.0,9.99
0326a774-0077-4378-8828-a780057f21f9,2024-06-27,2024-06-28 01:22:17.313,KROGER,632940cbca87b39d76e1e3df,311111885333.0,1.0,0.0
0329bd9c-f41b-4387-bdfc-49d5cda666ad,2024-07-25,2024-07-26 09:08:24.903,WALMART,6202cebf45c8b01fff7400b4,78742294759.0,1.0,1.98
0348a9c5-95be-48ad-b057-cd6e5fe7d975,2024-08-03,2024-08-07 08:25:11.841,WALMART,62d702dfa34160b300353e04,36000012477.0,1.0,1.12
03512a6e-bc47-426c-8c01-b40bb712bd4d,2024-07-05,2024-07-06 12:20:07.128,WALMART,62313639f409f81b966bae94,78742353333.0,1.0,1.92
0355861c-0951-498d-a40e-8c201b702a88,2024-06-26,2024-06-26 20:04:35.548,WALMART,62266138b0f6f41b1f52b6bd,36200219195.0,1.0,3.13
035e3db9-735f-4bcb-b69d-432ff8561c5c,2024-08-10,2024-08-12 10:23:42.455,WALMART,5c575423bc18a87612d366e4,27000388112.0,1.0,1.64
03698e14-6934-435d-9b5a-ab0f28a54d3e,2024-08-09,2024-08-10 11:46:30.754,DOLLAR GENERAL STORE,6001dcf056e21a12bc67f7b3,34000291328.0,1.0,2.7
036f51a9-f905-463f-adae-467c35330204,2024-07-06,2024-07-07 08:16:46.029,DOLLAR GENERAL STORE,629b9c60d96666557033710d,41420045691.0,1.0,2.0
0373c1d8-3cc9-4cb2-a4f9-ddc7a974b671,2024-06-18,2024-06-18 13:28:17.059,WOODMAN'S MARKET,62599b14a5dbfb35e407fa71,72878505246.0,1.0,1.99
037c3ada-2849-4aeb-807d-7060b0cc341c,2024-06-13,2024-06-15 07:01:47.375,WALMART,66181d3ee7442746fa2b313d,28400184779.0,1.0,3.98
037fefc7-8032-41a6-bfb5-94935526d592,2024-07-02,2024-07-02 04:25:50.742,HANNAFORD,6320dfa6f25962af3026aeeb,80000006738.0,1.0,1.99
0383d254-3090-4e90-a105-22ef3b0c4535,2024-06-25,2024-06-25 14:00:46.218,WALMART,5f2f27c90cd30a148eec248d,16000207714.0,1.0,1.84
0386ab8c-8a01-4479-8ee7-eb82a72a4895,2024-08-03,2024-08-03 15:51:47.012,WALMART,622791934e8c1e58c277ce48,51000010315.0,1.0,1.26
038c897d-1062-4ec4-bf34-c705c5ceea15,2024-08-28,2024-08-28 15:19:15.295,WALMART,5e5c05d98ec89b2e323a6965,75900005349.0,1.0,4.98
03926f91-4066-429e-a20c-3f3d5c2cd10f,2024-06-24,2024-07-02 11:37:39.831,WALMART,6279df2c0310ba3330cdbd56,41789001666.0,1.0,0.32
0393f853-b6e4-4ceb-9b1f-a04291b2a492,2024-06-20,2024-06-21 08:28:41.397,KWIK TRIP,6309371426e94d16041dedf8,511111001768.0,1.0,2.69
03a3e534-f690-4f12-b235-750f1d690273,2024-06-28,2024-06-28 19:09:31.206,TARGET,5ef8aecab075851426480073,34000170388.0,1.0,2.19
03a6b884-df42-400e-82e4-1db94f09c816,2024-08-25,2024-08-25 09:51:30.597,WALMART,5d22613eb292772469c3e2ca,37600223188.0,1.0,2.48
03adad12-7161-4006-9413-d5f19e47218a,2024-08-14,2024-08-14 18:53:30.829,DOLLAR TREE STORES INC,64504ab38958f56ee7fa9080,11206005003.0,1.0,1.25
03b0ce7a-b900-49fb-8706-27cbf10caca5,2024-08-24,2024-08-24 11:04:48.780,WALMART,642b605a8dc68036ac704477,15300200036.0,1.0,1.48
03bd1895-900e-43ae-bece-053fd0fb8835,2024-08-25,2024-08-25 13:59:40.589,SHOP RITE,5f2db5c5e91daa149c5aeb91,311111985217.0,1.0,4.49
03c11b9f-d448-42d7-9c50-76a4671cc423,2024-07-07,2024-07-22 01:07:32.165,WALMART,5fbc5831f34c0912bbdbc88f,78742254593.0,1.0,1.18
03c7c3e4-df6c-42c3-863c-02b3e8e20765,2024-08-15,2024-08-15 12:59:22.289,PUBLIX,62a8dc4637737fe70d036ec0,41129424551.0,1.0,3.73
03cf9812-d958-41c3-b255-6e3f5a8b5b78,2024-06-17,2024-06-17 10:44:09.956,PUBLIX,6158e73564035a7627d95f42,27000181799.0,1.0,1.81
03d61043-586b-413d-ac08-24ee49e7223d,2024-08-11,2024-08-12 18:33:23.247,ALBERTSONS,6108a5c298eae12a4883b64d,38000863509.0,1.0,1.5
03e0f108-4e1b-4331-ae9e-0d164e06ed3c,2024-08-02,2024-08-04 13:13:33.664,WALMART,6235287edecc6503b64d9cdb,30000573297.0,1.0,4.97
03e7114c-4e0b-4ec1-a3ef-8ae23e6ff4bf,2024-06-25,2024-06-26 07:04:48.669,AMAZON,5f033ed198c94e1427b17f09,686149700041.0,1.0,9.98
03eeb5e0-47e5-4a47-8c53-96134b160476,2024-08-03,2024-08-05 06:18:07.170,WALMART,5f71cf5c0952cd165712a092,78742434223.0,1.0,1.52
03fbd3cc-5b0f-438c-9a87-6545949ddc62,2024-08-29,2024-08-30 15:09:20.531,WALMART,6397388d02a4e512e05f89ed,681131183499.0,1.0,3.98
03fecd8a-d02f-40e9-94fb-8a64e9549978,2024-07-13,2024-07-13 10:21:00.958,WALMART,621a841e5fd2d859eb7e135d,603084290390.0,1.0,6.97
03fff2e5-546e-44f8-b487-672c5a613260,2024-07-15,2024-07-19 07:04:45.650,PUBLIX,62e53e92a6565cf0534c35f8,44000007508.0,1.0,4.99
04039dbc-723b-4870-99f7-4691a855a5b1,2024-08-16,2024-08-24 02:29:10.562,WALMART,5fb1e4757841f3471e30e2ac,78742138268.0,1.0,3.12
04044729-6f09-4551-afcd-59c0be457fe1,2024-07-06,2024-07-06 11:56:09.869,WALMART,661934f88827881bc4833312,41331124065.0,1.0,0.78
040a5350-99c4-40fe-ae20-6e5e3bf31ead,2024-08-16,2024-08-16 17:24:57.759,LOVE'S,5d478ec66482b720426bf8b7,511111607816.0,1.0,2.09
041520ef-ccb6-4758-9e82-c8a9c8b3647f,2024-07-19,2024-07-19 15:20:07.938,WALMART,60ad4393df6f743c8a8bb514,36000199062.0,1.0,5.97
